,_allow_,MD_VB_DT,CD_IN,SubTrees,IN_CD,_meeting_,CD_NNS,_shall_allow_,Modal,_record_,_preferred_,Adverb,MD_VB_IN,VBP_VBN,JJ_JJ_NNS,_new_,DT_NN_TO,_game_,_substitutionary_,Length,NNS_MD,_defensive_,JJ_TO_VB,_conference_,_use_,_functionality_,VBG_CC,_cohort_,VB_DT_JJ,VB_IN,_access_,_interface_,VBN_TO_DT,CC_JJ,NN_NN_NN,_product_,VB_JJ,VB_NNS,_player_,_student_,NN_IN_CD,IN_CD_NNS,JJR_IN_CD,VB_IN_DT,_property_,Noun,NNS_MD_VB,TO_DT_NN,_including_,Verb,_sequence_,Adjective,_limited_,_authorized_,NN_TO,VB_JJ_IN,MD_RB_VB,Words,_100_,VBD_DT_NN,VBN_IN_CD,VBG_NN,VB_RB,JJ_MD,VBG_CC_RB,_hit_,CD_IN_DT,CC_NNS_TO,NN_TO_VB,_audit_report_,VB_DT_NN,_repair_facility_,NN_IN_NNS,DT_NNS_VBG,NN_VBD_DT,_list_,_preferred_repair_,_position_,NNS_TO,VB_DT,_add_,_search_,VBD_DT,_sinking_,_audit_report_shall_,_affecting_,_maximum_,DT_NN_CC,_product_shall_allow_,VB_VBN_IN,NNS_TO_VB,_product_shall_record_,WDT_VBZ,_original_,NN_NNS_CC,_lab_section_,TreeHeight,PRP_CC_PRP,_e_,NNS_RB_IN,RequirementText,ProjectID,Class,IsQuality,OnlyFunctional
11,0,1,0,3,0,0,0,0,0.047619048,1,0,0,0,0,0,0,1,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.380952381,0,0,0,0.047619048,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,,1,F,0,1
12,0,0,0,3,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0.2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,,1,F,0,0
13,0,1,0,3,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0.076923077,0,0.076923077,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,1,F,0,0
14,0,1,0,3,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0.083333333,0,0.083333333,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,1,F,0,0
15,0,1,0,3,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,1,0,0.037037037,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,,1,F,0,1
16,0,1,0,3,0,0,0,0,0.028571429,0,0,0,0,0,0,0,1,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.114285714,0,0,0,0.142857143,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,,1,F,0,1
17,0,1,0,3,0,0,0,0,0.0625,0,0,0,0,0,0,0,1,0,0,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,1,0,0.1875,0,0.0625,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,1,F,0,1
18,0,1,0,3,0,0,0,0,0.043478261,0,0,0.043478261,0,0,0,0,1,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.347826087,0,0,0,0.043478261,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,,1,F,0,0
19,0,1,0,3,0,0,0,0,0.058823529,0,0,0.058823529,0,0,0,0,1,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0.176470588,0,0.117647059,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,,1,F,0,0
20,0,1,0,3,0,0,0,0,0.043478261,0,0,0.043478261,0,0,0,0,1,0,0,141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.086956522,0,0,0,0.043478261,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,,1,F,0,0
21,0,1,0,3,0,0,0,0,0.038461538,0,0,0,0,0,0,0,1,0,0,172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0.038461538,0,0.038461538,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,,1,F,0,0
22,0,1,0,3,0,0,0,0,0.052631579,0,0,0,0,0,0,0,1,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315789474,0,0,0,0.052631579,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,,1,F,0,0
23,0,1,0,3,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,1,F,0,1
24,0,1,0,3,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0,0.166666667,0,0.083333333,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,1,F,0,1
25,0,1,0,3,0,0,0,0,0.090909091,1,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0,1,0,0.090909091,0,0.090909091,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,1,F,0,1
26,0,0,0,4,0,0,0,0,0.038461538,0,0,0.038461538,0,0,0,0,0,0,0,154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.115384615,0,0,0,0.076923077,0,0.115384615,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,,1,F,0,0
27,0,0,0,3,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.304347826,0,0,0,0.043478261,0,0.086956522,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,1,F,0,0
28,0,0,0,3,0,0,0,0,0.076923077,0,0,0.076923077,0,0,0,0,0,0,0,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0.076923077,0,0.076923077,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,1,F,0,0
29,0,1,0,3,0,0,0,0,0.071428571,0,0,0,0,0,0,0,1,0,0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0.142857143,0,0.071428571,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,1,F,0,0
30,0,1,0,3,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0.083333333,0,0.083333333,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,1,F,0,0
31,0,1,0,3,0,0,0,0,0.041666667,0,0,0.041666667,0,0,0,0,0,0,0,148,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208333333,0,0,0,0.041666667,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,,1,F,0,1
32,1,1,0,3,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148148148,0,0,0,0.037037037,0,0.037037037,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,,1,F,0,1
33,0,1,0,3,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0,0,0,0.076923077,0,0,0,0,1,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,1,F,0,1
34,0,1,0,3,0,0,0,0,0.047619048,0,0,0.095238095,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,,1,F,0,0
35,0,1,0,3,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285714,0,0,0,0.028571429,0,0.028571429,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,,1,F,0,1
36,0,0,0,3,0,0,0,0,0.0625,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.0625,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,1,F,0,1
37,0,0,0,3,0,0,0,0,0.034482759,0,0,0,1,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.068965517,0,0,0,0.034482759,0,0.103448276,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,,1,F,0,1
38,0,0,0,3,0,0,0,0,0.043478261,0,0,0,1,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0.043478261,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,1,F,0,1
39,0,0,0,3,0,0,0,0,0.034482759,0,0,0,1,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.103448276,0,0,0,0.034482759,0,0.137931034,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,,1,F,0,1
40,0,0,0,3,0,0,0,0,0.035714286,0,0,0,1,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0.071428571,0,0.071428571,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,,1,F,0,1
41,0,0,0,3,0,0,0,0,0.024390244,0,0,0,1,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.073170732,0,1,0,0.024390244,0,0.024390244,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,,1,F,0,1
42,0,0,0,3,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.0625,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,1,F,0,0
43,0,0,0,3,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0.090909091,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,1,F,0,1
44,0,0,0,3,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0.055555556,0,0.111111111,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,1,F,0,1
45,0,1,0,4,0,0,0,0,0.060606061,0,0,0,0,0,0,0,1,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.303030303,0,0,0,0.03030303,0,0,0,0,1,0,0,33,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,,1,F,0,1
46,0,1,0,3,0,0,0,0,0.038461538,0,0,0,0,0,0,0,1,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.346153846,0,1,0,0.038461538,0,0.038461538,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,,1,F,0,1
47,0,1,0,3,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.115384615,0,1,0,0.038461538,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,,1,F,0,1
48,0,1,0,4,0,0,0,0,0.037037037,0,0,0,0,0,0,0,1,0,0,287,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0.018518519,0,0.018518519,0,0,1,0,0,54,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,,1,F,0,1
49,0,1,0,3,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0.125,0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,,1,F,0,1
50,0,1,0,3,0,0,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108108108,0,0,0,0.027027027,0,0.027027027,0,0,1,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,,1,F,0,1
51,0,1,0,3,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.041666667,0,1,0,0.083333333,0,0.041666667,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,,1,F,0,1
52,0,1,0,3,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0.0625,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,,1,F,0,0
53,0,1,0,3,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.157894737,0,0,0,0.157894737,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,,1,F,0,1
54,0,1,0,3,0,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0.033333333,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,,1,F,0,1
