,ProjectID,RequirementText,Class,IsFunctional,Length,AdvMod,AMod,AComp,DTreeHeight,Modal,Adjective,Noun,Adverb,Cardinal,CompSupAdj,CompSupAdv,Words,TreeHeight,SubTrees
116,3,'A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.',F,1,141,0,1,0,10,2,3,1,0,0,0,0,24,14,4
117,3,'Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study',F,1,134,0,0,0,8,1,0,5,0,0,0,0,21,17,3
118,3,'The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members’ planning purposes.',F,1,185,0,0,0,11,1,2,1,0,0,0,0,30,17,4
119,3,' The report of needed classes shall include (but not be limited to) classes to be offered  number of sections needed  number of labs needed  and room types needed.',F,1,165,0,0,0,10,1,1,5,1,0,0,0,28,18,5
120,3,'Classes for a given cohort shall not conflict with regards to the time and day that they are offered.',F,1,103,0,0,0,7,1,0,3,1,0,0,0,19,13,4
121,3,'Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.',F,1,108,0,2,0,6,1,3,3,0,0,0,0,18,11,4
122,3,' Clinical site information shall include (but not be limited to) the name of the site  contact person  and contact information.',F,1,129,0,1,0,6,1,1,8,1,0,0,0,20,9,5
123,3,'Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.',F,1,146,0,3,0,8,1,4,3,0,0,0,0,24,12,4
124,3,' A clinical lab section shall include the clinical site name  the class  instructor  day and time of the lab.',F,1,111,0,2,0,5,1,2,9,0,0,0,0,19,10,5
125,3,'Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.',F,1,163,0,2,0,10,1,3,3,0,0,0,0,28,16,4
126,3,'The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.',F,1,121,0,1,0,6,1,1,3,0,0,0,0,20,10,4
127,3,'The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.',F,1,191,0,4,0,8,1,4,5,0,1,0,0,30,13,4
128,3,'Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.',F,1,165,1,2,0,8,1,3,3,1,0,0,0,26,12,4
129,3,'A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.',F,1,104,0,1,0,6,1,2,3,0,0,0,0,18,11,4
130,3,' A staff member shall have the ability to manage the progress of a part time student  which includes modifying their sequence of classes and timeline of classes.',F,1,163,0,0,0,14,1,0,2,0,0,0,0,27,21,5
131,3,' The system shall be able to display a printable summary for individual cohorts  which will include the students enlisted  the Program of study  sequence of classes  cohort progress through the program  and timeline of completion.',F,1,232,0,2,0,13,2,3,1,0,0,0,0,35,23,5
132,3,' The system shall be able to display a printable summary for individual clinical sites  which will include information on labs being held at that site for the given quarter (Clinical site  general information on labs held at that location  dates and times of all labs held there).',F,1,282,1,5,0,24,2,7,1,0,0,0,0,47,25,5
133,3,' The system shall be able to display a printable summary for individual clinical labs  which will include (but not be limited to) class name  class number  lab section  listing of students enrolled  instructor  day(s)  time  and location.',F,1,240,0,3,0,13,2,7,1,1,0,0,0,38,18,5
134,3,' The system shall be able to display a printable summary for individual nursing students  which will include (but not be limited to) student name  student ID  admission date  classes  credits  GPA  and the cohort that the student is enrolled in.',F,1,247,0,2,0,13,2,4,2,1,0,0,0,40,21,5
135,3,'The system shall be able to display a printable summary of the system log.',F,1,76,0,1,0,7,1,2,4,0,0,0,0,14,12,4
136,3,' The system shall contain contact information (e-mail and phone number) for all people relevant to the system  including (but not limited to) staff members  students  lecture instructors  clinical lab instructors  and clinical site administrators.',F,1,249,0,3,0,11,1,5,6,1,0,0,0,35,15,5
137,3,'The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.',F,1,118,0,2,0,8,1,3,3,0,0,0,0,19,12,4
138,3,' The system will notify affected parties for routine communication purposes  including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.',F,1,207,0,2,0,9,3,3,4,1,0,0,0,30,17,5
139,3,' The system will notify affected parties when changes occur affecting clinicals  including but not limited to clinical section capacity changes  and clinical section cancellations.',F,1,182,1,3,0,7,1,4,5,1,0,0,0,24,14,5
140,3,' The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.',F,1,212,1,1,0,7,1,2,7,1,0,0,0,31,16,5
141,3,' The system will notify affected parties when changes occur affecting cohorts  including but not limited to changes to the sequence for a cohort’s program of study and changes to a given week’s schedule (lab cancelled this week due to instructor illness).',F,1,257,1,1,0,12,1,3,5,1,0,0,0,43,19,5
142,3,' The system will notify affected parties when changes occur affecting specific students  including but not limited to changing a student’s status from full time to part time and moving a student to a different clinical section.',F,1,229,1,5,0,9,1,6,3,1,0,0,0,37,18,5
143,3,' Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts  including cohort identifier  program of study  preferred sequence of classes and quarters that a cohort will be taking specific classes.',F,1,250,0,3,0,13,2,3,3,0,0,0,0,35,19,5
144,3,' Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department  including the Program of study name  and required classes for that Program of Study.',F,1,239,0,0,0,12,1,1,10,0,0,0,0,36,19,5
145,3,' Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site  including the clinical site name  site contact person  contact information  and address.',F,1,210,0,1,0,10,1,3,4,0,0,0,0,29,14,5
146,3,' Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section  including the clinical site name  the department/section for the lab  the class  instructor  day and time of lab  and contact information.',F,1,267,0,1,0,12,1,2,5,0,0,0,0,40,17,5
147,3,' Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student  including student ID  student name  phone number  e-mail  status (full time or part time)  and program of study.',F,1,236,0,1,0,10,1,2,6,0,0,0,0,36,16,5
148,4,'The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.',LF,0,145,2,1,0,10,1,2,2,2,0,0,0,19,13,4
149,4,'All screens created as part of the Disputes application must comply with corporate standards for interface creation.',LF,0,118,0,1,0,8,1,1,1,0,0,0,0,17,9,4
150,4,'The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.',US,0,171,0,1,0,10,1,1,2,0,0,0,0,29,14,4
151,4,'100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.',US,0,138,1,0,0,7,1,0,1,1,2,0,0,20,7,4
152,4,'100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.',US,0,158,1,1,0,7,1,2,2,1,1,0,0,23,13,4
153,4,'100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.',US,0,179,1,1,0,9,1,2,2,1,1,0,0,28,13,4
154,4,'The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.',PE,0,137,0,0,0,7,1,1,1,1,2,1,0,24,10,4
155,4,'The Disputes application shall support 350 concurrent users without any degradation of performance in the application.',PE,0,120,0,1,0,6,1,0,1,0,1,0,0,16,11,4
156,4,' The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.  Monday – Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST',O,0,192,0,0,1,6,1,2,4,0,9,0,0,31,11,4
157,4,'The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database',O,0,220,0,0,0,4,2,0,2,0,0,0,0,30,9,7
158,4,'The Disputes application shall interface with the Cardmember Information Database.  The Cardmember Information Database provides detailed information with regard to a cardmember.  All cardmember detail information must be obtained from the Cardmember Information Database.',O,0,274,0,1,0,6,2,2,9,0,0,0,0,34,10,6
159,4,'The Disputes applications shall interface with the Merchant Information Database.  The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.',O,0,267,0,1,0,6,2,1,6,0,0,0,0,34,10,6
160,4,'The Disputes application shall interface with the Letters application.  This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process. All letter requests must be sent to the Print Letter Utility application.',O,0,272,0,0,0,7,3,0,2,0,0,0,0,41,15,6
161,4,'The Disputes application shall interface with the Cardmember Posting and Billing System.  This will allow the Disputes application to request adjustments to cardmember and merchant’s accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.',O,0,277,0,0,0,7,3,1,3,0,0,0,0,40,15,6
162,4,'The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.',SE,0,131,0,1,0,6,1,2,2,0,0,0,0,19,13,4
163,4,'Only users with Update access must be able to initiate dispute requests.',SE,0,74,0,0,0,5,1,1,2,1,0,0,0,12,10,4
164,4,'The Disputes application shall ensure that only authorized users are allowed to logon to the application.',SE,0,107,0,0,0,6,1,0,1,1,0,0,0,16,14,4
165,4,' All authorized users  once authenticated must be able to logon to the Disputes System',SE,0,88,1,0,0,7,1,1,2,1,0,0,0,14,11,4
166,4,'The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user’s access level.  The report will be reviewed for auditing purposes.',SE,0,202,0,1,0,9,2,2,3,0,0,0,0,35,16,6
167,4,'All additions of new users and modifications to user’s access shall be recorded on the User Report.',SE,0,101,0,1,0,6,1,2,2,0,0,0,0,18,8,4
168,4,' If a user account is revoked  it can only be re-instantiated by the System Administrator.',SE,0,92,1,0,0,7,1,0,2,1,0,0,0,16,8,6
169,4,'Only the System Administrator shall be able to reset a revoked user logon account',SE,0,83,0,0,0,7,1,2,3,1,0,0,0,14,10,3
170,4,'The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.',SE,0,129,0,1,0,5,2,1,3,1,0,0,0,20,10,6
171,4,'All updates to data files or database must be initiated from the Disputes System.',SE,0,83,0,0,0,5,1,0,2,0,0,0,0,14,8,4
172,4,'The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.',L,0,117,0,1,0,5,1,1,2,0,0,0,0,16,12,4
173,4,'All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.',L,0,117,0,0,0,6,1,0,4,0,0,0,0,17,9,4
174,4,'The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.',L,0,156,0,1,0,9,1,2,4,0,0,0,0,23,16,4
175,4,'All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.',L,0,128,0,0,0,9,1,0,6,0,0,0,0,21,12,4
176,4,'The Disputes application must maintain a detailed history of every action that a user takes on a dispute case.  This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.',L,0,219,1,3,0,7,1,3,1,1,0,0,0,37,13,6
177,4,'All actions that modify an existing dispute case must be recorded in the case history.',L,0,88,0,0,0,5,1,0,4,0,0,0,0,15,8,4
178,4,'The Disputes System must be accessible by both internal and external users.',F,1,77,0,1,1,6,1,3,1,0,0,0,0,12,9,4
179,4,'The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.',F,1,118,0,0,0,8,1,0,3,1,0,0,0,19,15,4
180,4,'The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.',F,1,142,0,2,0,8,1,3,5,0,0,0,0,24,13,4
181,4,'The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.',F,1,124,0,1,0,11,1,1,4,0,0,0,0,19,11,4
182,4,'The Disputes System shall provide view access capability for authorized users of the application.',F,1,99,0,1,0,7,1,1,1,0,0,0,0,14,9,4
183,4,'The Disputes System shall provide update access capability for authorized users of the application.',F,1,101,0,1,0,7,1,2,1,0,0,0,0,14,9,4
184,4,'The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.',F,1,242,0,1,0,9,1,3,9,0,0,0,0,36,16,4
185,4,'The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.',F,1,148,0,3,0,9,1,3,1,0,0,0,0,24,17,4
