,CD_IN,VB_DT,_allow_,Adverb,MD_VB_NNS,NN_IN_CD,Adjective,MD_VB_DT,_use_,_interface_,SubTrees,_preferred_,NN_NNS,Length,_year_,VB_IN_DT,VB_TO,_player_,TO_DT_NN,_shall_allow_,_software_,VBG_TO,VB_DT_NN,_record_,NN_IN_IN,_able_,VB_JJ_IN,RB_NNS,NNS_IN_CD,MD_VB,IN_NNP,NN_IN_NNS,_report_,_reveal_,_functionality_,_operate_,CD_IN_DT,VB_VBN_IN,Verb,VB_IN,NN_TO_VB,VB_NNS,VB_NN_NNS,_meeting_,NNS_MD,_authorized_,_application_shall_,VBP_VBN,_response_time_,VB_CD,_search_,_product_shall_allow_,MD_VB_IN,NN_TO,Noun,_add_,_server_,_shall_,VB_DT_JJ,_prior_,_shall_let_,_training_,NNS_TO,Words,_2_,_student_,MD_VB_TO,Modal,NN_NNS_CC,JJR_IN,MD_VB_RB,JJR_IN_CD,IN_NNS,NNS_IN_DT,CD_NNS_CD,_cohort_,RB_JJ,_product_shall_record_,DT_NN_TO,_system_,_automatically_,WP_MD_VB,VB_RB_JJR,VBG_CC,NNS_IN,_saved_,_100_,IN_DT_NNS,TreeHeight,IN_CD_IN,NNS_CD,VB_NNS_WDT,VBN_IN_CD,_streaming_server_,_installed_,_hit_,NNS_CD_IN,VB_JJ_NN,TO_NN,TO_VB_NNS,RequirementText,ProjectID,Class,IsQuality,IsFunctional
22,0,1,0,0,0,0,0.083333333,1,0,0,2,0,1,147,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.083333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.041666667,1,0,1,0,0,0,0,0,24,0,0,0,0.041666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,,1,F,0,1
23,0,0,0,0,0,0,0,0,0,0,4,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,1,0,0,0,0,0,18,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
24,0,1,0,0,0,0,0.041666667,1,0,0,4,0,1,156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.041666667,0,0,1,0,0,0,0,0,24,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
25,0,1,0,0,0,0,0.088235294,1,0,0,4,0,1,212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.029411765,0,0,1,0,0,0,0,0,34,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
26,0,1,0,0,0,0,0.058823529,1,0,0,4,0,0,109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.117647059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.117647059,0,0,1,0,0,0,0,0,17,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
27,0,0,0,0,0,0,0.0625,0,0,0,3,0,0,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,0,0,1,0,0,0,0,0,16,0,0,0,0.0625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
28,0,1,0,0,0,1,0.052631579,0,0,0,3,0,0,102,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,1,0,0,0,0,0,19,0,0,0,0.052631579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
29,0,0,0,0,0,0,0.090909091,0,0,0,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.181818182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,1,0,0,0,0,0,11,0,0,0,0.090909091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,,1,F,0,1
30,0,1,0,0.071428571,0,0,0.071428571,0,0,0,3,0,0,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,1,0,0,0,0,0,14,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
31,0,1,0,0,0,0,0.105263158,0,0,0,3,0,0,96,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,0,0,1,0,0,0,0,0,19,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
32,0,1,0,0.055555556,0,0,0.055555556,0,0,0,3,0,1,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,1,0,0,0,0,0,18,0,0,0,0.055555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
33,0,1,0,0,0,0,0,1,0,0,3,0,0,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,0,8,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
34,0,1,0,0,0,0,0.055555556,0,0,0,3,0,0,91,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,1,0,0,0,0,0,18,0,0,0,0.055555556,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
35,0,1,0,0,0,0,0.043478261,0,0,0,3,0,0,126,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260869565,0,0,1,0,0,0,0,0,23,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
36,0,0,0,0,0,0,0.117647059,0,1,0,3,0,1,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.058823529,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,1,0,0,0,0,0,17,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,,1,F,1,1
37,0,0,0,0.111111111,0,0,0,0,0,0,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.222222222,0,0,1,0,0,0,0,0,9,0,0,0,0.111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,,1,F,1,1
38,0,0,0,0,0,0,0.2,0,0,0,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,10,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
39,0,1,0,0,0,0,0,1,0,0,3,0,0,122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.095238095,0,0,1,0,0,0,0,0,21,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
40,0,1,0,0,0,0,0.043478261,1,0,0,3,0,0,134,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.130434783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.086956522,0,0,1,0,0,0,0,0,23,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
41,0,1,0,0,0,0,0.071428571,0,0,0,3,0,0,80,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0,0,1,0,0,0,0,0,14,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
42,0,1,0,0,0,0,0.083333333,0,0,0,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,1,0,0,0,0,0,12,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
43,0,1,0,0,0,0,0.041666667,0,0,0,3,0,0,133,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.041666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.083333333,0,0,1,0,0,0,0,0,24,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
44,0,1,0,0,0,0,0,1,0,0,3,0,0,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,1,0,0,0,0,0,16,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,1,F,1,1
45,0,1,0,0,0,0,0,1,0,0,4,0,1,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071428571,0,0,1,0,0,0,0,0,14,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
46,0,1,0,0,0,0,0.058823529,1,0,0,3,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.235294118,0,0,1,1,0,0,0,0,17,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
47,0,0,0,0,0,0,0,0,0,0,4,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,1,0,0,0,0,0,18,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
48,0,0,0,0.0625,0,0,0.0625,0,0,0,3,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,1,0,0,0,0,1,16,0,0,0,0.0625,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,,1,F,1,1
49,0,1,0,0,0,0,0,1,0,0,5,0,1,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.038461538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.038461538,0,0,1,0,0,0,0,0,26,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
50,0,0,0,0,0,0,0.2,0,0,0,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.2,1,0,1,0,0,0,0,0,10,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
51,0,0,0,0,0,0,0.133333333,0,0,0,3,0,0,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.2,1,0,1,0,0,0,0,1,15,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
52,0,1,0,0,0,0,0.117647059,0,0,0,3,0,1,90,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.176470588,0,0,1,0,0,0,0,0,17,0,0,0,0.058823529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,,1,F,1,1
53,0,1,0,0,0,0,0.083333333,0,0,0,3,0,0,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.083333333,0,0,1,0,0,0,0,0,12,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
54,0,1,0,0,0,0,0,1,0,0,3,0,1,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.133333333,0,0,1,0,0,0,0,0,15,0,0,0,0.066666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,1
