,CD_IN,MD_VB_DT,NN_IN_CD,_allow_,SubTrees,Noun,_interface_,VB_JJ_IN,Adverb,VB_DT,_use_,VB_TO,VB_CD,_meeting_,MD_VB,VB_IN,Modal,_shall_allow_,TO_DT_NN,MD_VB_NNS,_preferred_,MD_VB_RB,RB_NNS,VBG_TO,_status_,_software_,Adjective,VBN_IN_NNS,NNS_IN_DT,_report_,VB_DT_NN,IN_NN_NN,VB_CC,_access_,_let_,VB_NNS,CD_IN_DT,NN_NN_CC,_limited_,NN_NNS,NN_TO,Verb,VB_NN_NNS,VBP_VBN,VBN_TO_VB,NNS_MD,_operate_,_server_,Length,DT_NN,MD_VB_IN,_player_,NN_CD_IN,NN_IN_NNS,_response_time_,_handle_,_streaming_server_,_shall_include_,VB_VBN_IN,CD_NNS_CD,_automatically_,NN_TO_VB,VB_DT_JJ,Words,_include_,_team_,_product_shall_allow_,NNS_IN_CD,IN_VBN_IN,_application_shall_,VBN_NN,DT_VBG,_hit_,RB_JJ,_authorized_,_prior_,NN_NNS_CC,_shall_,NNS_TO,JJR_IN_CD,_search_,NNS_NNS,IN_NN_IN,_record_,NNS_IN_JJ,_ability_,CC_JJ_NN,_installed_,_including_,JJ_MD,DT_JJ_JJ,JJR_IN,VB_TO_DT,VB_CD_NNS,CD_NN,_cohort_,CD_CD,IN_NNS,WP_MD_VB,DT_NN_TO,RequirementText,ProjectID,Class,OnlyQuality,IsFunctional
28,0,0,1,0,3,0.052631579,0,0,0,1,0,0,0,0,1,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
29,0,0,0,0,3,0.090909091,0,0,0,0,0,0,0,0,1,0,0.090909091,0,0,0,0,0,0,0,0,0,0.090909091,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.181818182,0,0,0,0,0,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
30,0,0,0,0,3,0.285714286,0,0,0.071428571,1,0,0,0,0,1,0,0.071428571,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
31,0,0,0,0,3,0.157894737,0,0,0,1,0,0,0,0,1,0,0.052631579,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
32,0,0,0,0,3,0.111111111,0,0,0.055555556,1,0,0,0,0,1,0,0.055555556,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.055555556,0,0,0,0,0,0,105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,F,0,0
33,0,1,0,0,3,0.25,0,0,0,1,0,0,0,0,1,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
34,0,0,0,0,3,0.055555556,0,0,0,1,0,0,0,0,1,0,0.055555556,0,0,0,0,0,0,0,0,0,0.055555556,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,91,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,F,0,0
35,0,0,0,0,3,0.260869565,0,0,0,1,0,0,0,0,1,0,0.043478261,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
36,0,0,0,0,3,0.117647059,0,0,0,0,1,0,0,0,1,0,0.058823529,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.058823529,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
37,0,0,0,0,3,0.222222222,0,0,0.111111111,0,0,0,0,0,1,0,0.111111111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,1,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
38,0,0,0,0,3,0.1,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
39,0,1,0,0,3,0.095238095,0,0,0,1,0,0,0,0,1,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.047619048,0,0,0,0,0,0,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
40,0,1,0,0,3,0.086956522,0,0,0,1,0,0,0,0,1,0,0.043478261,0,1,0,0,0,0,0,0,0,0.043478261,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.130434783,0,0,0,0,0,0,134,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,F,0,0
41,0,0,0,0,3,0.214285714,0,0,0,1,0,0,0,0,1,0,0.071428571,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.214285714,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
42,0,0,0,0,3,0.083333333,0,0,0,1,0,0,0,0,1,0,0.083333333,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
43,0,0,0,0,3,0.083333333,0,1,0,1,0,0,0,0,1,0,0.041666667,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.041666667,0,0,0,0,0,0,133,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,F,0,0
44,0,1,0,0,3,0.125,0,0,0,1,0,0,0,0,1,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
45,0,1,0,0,4,0.071428571,0,0,0,1,0,0,0,0,1,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.071428571,0,0,0,0,0,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,F,0,0
46,0,1,0,0,3,0.235294118,0,0,0,1,0,0,0,0,1,0,0.058823529,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.058823529,0,0,0,0,0,0,97,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
47,0,0,0,0,4,0.055555556,0,0,0,0,0,0,0,0,1,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
48,0,0,0,0,3,0.125,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0.0625,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,F,0,0
49,0,1,0,0,5,0.038461538,0,0,0,1,0,0,0,0,1,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0.038461538,0,0,0,0,0,0,165,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,F,0,0
50,0,0,0,0,3,0.2,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,0,0,1,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
51,0,0,0,0,3,0.2,0,0,0,0,0,0,0,0,1,0,0.066666667,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,0,1,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
52,0,0,0,0,3,0.176470588,0,0,0,1,0,0,0,0,1,0,0.058823529,0,0,0,0,0,0,0,0,0,0.117647059,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0.058823529,0,0,0,1,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
53,0,0,0,0,3,0.083333333,0,0,0,1,0,0,0,0,1,0,0.083333333,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,1,0,0,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
54,0,1,0,0,3,0.133333333,0,0,0,1,0,0,0,0,1,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.066666667,0,0,0,1,0,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,F,0,0
